HG03834		SAME1839269
HG03978		SAME1839748
HG03985		SAME1839601
HG03992		SAME1839646
HG04161		SAME1840092
HG04173		SAME1839977
HG04180		SAME1840012
HG04185		SAME1839756
HG04142		SAME1839177
HG04147		SAME1839116
HG04159		SAME1840399
HG03928		SAME1839042
HG03930		SAME1839156
HG03942		SAME1840356
HG04039		SAME1839506
HG04053		SAME1839095
HG04058		SAME1839023
HG04003		SAME1839775
HG04015		SAME1839847
HG04022		SAME1839691
HG03947		SAME1840378
HG03973		SAME1839728
HG04128		SAME1839253
HG04135		SAME1839305
HG04060		SAME1839126
HG04096		SAME1840054
NA10847	GM10847	SAME124757
NA10854	GM10854	SAME124933
NA10859	GM10859	SAME124937
NA10861	GM10861	SAME125130
HG04301		SAME1839070
NA06985	GM06985	SAME124762
NA06997	GM06997	SAME124930
NA07349	GM07349	SAME123568
NA10830	GM10830	SAME124548
NA10835	GM10835	SAME124547
NA10842	GM10842	SAME124755
HG04192		SAME1839902
HG04197		SAME1839828
HG04200		SAME1839511
NA12045	GM12045	SAME123211
HG04212		SAME1839325
HG04217		SAME1839350
HG04229		SAME1839165
NA11840	GM11840	SAME125139
NA07022	GM07022	SAME125336
NA07034	GM07034	SAME122863
NA12057	GM12057	SAME123415
NA12146	GM12146	SAME124158
NA12273	GM12273	SAME123256
NA12329	GM12329	SAME123531
NA12336	GM12336	SAME125068
NA12343	GM12343	SAME125156
NA12348	GM12348	SAME125163
NA12386	GM12386	SAME124386
NA12413	GM12413	SAME124055
NA12778	GM12778	SAME124249
NA12812	GM12812	SAME123023
NA12817	GM12817	SAME123020
NA12716	GM12716	SAME123912
NA12761	GM12761	SAME124466
NA12766	GM12766	SAME124471
NA12829	GM12829	SAME125075
NA12843	GM12843	SAME123541
NA12874	GM12874	SAME123389
NA18505	GM18505	SAME125062
NA18517	GM18517	SAME124883
NA18485	GM18485	SAME124100
NA18497	GM18497	SAME124277
NA18500	GM18500	SAME123386
NA18543	GM18543	SAME124268
NA18548	GM18548	SAME124261
NA18550	GM18550	SAME124087
NA18555	GM18555	SAME124090
NA18531	GM18531	SAME124483
NA18536	GM18536	SAME124486
NA18911	GM18911	SAME123401
NA18916	GM18916	SAME123408
NA18923	GM18923	SAME123205
NA18930	GM18930	SAME123040
NA18935	GM18935	SAME123035
NA18872	GM18872	SAME125099
NA18877	GM18877	SAME125104
NA18909	GM18909	SAME123561
NA18853	GM18853	SAME124733
NA18858	GM18858	SAME124730
NA18860	GM18860	SAME124906
NA18865	GM18865	SAME124902
HG00158		SAME124585
HG00160		SAME124780
HG00177		SAME124957
HG00242		SAME123223
HG00247		SAME123220
HG00254		SAME123050
HG00259		SAME123056
HG00261		SAME123583
HG00266		SAME123576
HG00324		SAME123794
HG00329		SAME123798
HG00331		SAME123986
HG00336		SAME123983
HG00273		SAME123419
HG00278		SAME123425
HG00280		SAME122831
HG00285		SAME122836
HG00362		SAME124537
HG00367		SAME124540
HG00379		SAME124746
HG00189		SAME123640
HG00235		SAME124122
HG00343		SAME124923
HG00350		SAME125121
HG00355		SAME125125
HG00312		SAME124336
HG00475		SAME123342
HG00502		SAME123361
HG00514		SAME123522
HG00526		SAME123395
HG00627		SAME123079
HG00634		SAME122903
HG00639		SAME123650
HG00641		SAME123435
HG00533		SAME124353
HG00538		SAME124343
HG00552		SAME124253
HG00381		SAME123030
HG00406		SAME123156
HG00418		SAME122992
HG00610		SAME125199
HG00615		SAME125194
HG00622		SAME1839278
HG00420		SAME122807
HG00437		SAME125261
HG00444		SAME124190
HG00449		SAME123885
HG00451		SAME125159
HG00463		SAME123496
HG00590		SAME125009
HG00595		SAME125006
HG00608		SAME125369
HG00557		SAME124258
HG00583		SAME124829
HG00867		SAME123550
HG00879		SAME123399
HG00881		SAME123540
HG00956		SAME124319
HG00982		SAME123770
HG01029		SAME123523
HG01031		SAME123728
HG01048		SAME123169
HG00704		SAME122928
HG00709		SAME125334
HG00716		SAME123112
HG00728		SAME1840267
HG00730		SAME1840412
HG00735		SAME123042
HG00742		SAME1840188
HG00759		SAME125020
HG00766		SAME124458
HG00653		SAME123251
HG00658		SAME123241
HG00672		SAME123606
HG01074		SAME124070
HG01079		SAME123013
HG01081		SAME125395
HG01086		SAME125394
HG00684		SAME123890
HG00689		SAME123893
HG00691		SAME123161
HG01050		SAME123180
HG01055		SAME123638
HG01062		SAME123014
HG01067		SAME122997
HG01106		SAME123674
HG01113		SAME123484
HG01098		SAME123490
HG01101		SAME123677
HG01322		SAME1839539
HG01327		SAME1839599
HG01334		SAME123533
HG01341		SAME124859
HG01346		SAME124860
HG01365		SAME124508
HG01372		SAME1840339
HG01377		SAME124288
HG01384		SAME122969
HG01389		SAME122972
HG01252		SAME125283
HG01257		SAME125288
HG01269		SAME1839257
HG01271		SAME122998
HG01276		SAME122999
HG01303		SAME1840027
HG01308		SAME1840002
HG01353		SAME124685
HG01358		SAME124688
HG01360		SAME122855
HG01168		SAME124796
HG01170		SAME124623
HG01175		SAME124618
HG01125		SAME124054
HG01137		SAME123888
HG01149		SAME124425
HG01182		SAME124789
HG01187		SAME124783
HG01199		SAME124366
HG01593		SAME1839634
HG01598		SAME125239
HG01601		SAME123455
HG01606		SAME123458
HG01524		SAME125327
HG01529		SAME125330
HG01531		SAME125136
HG01536		SAME125135
HG01550		SAME124009
HG01492		SAME124137
HG01497		SAME124134
HG01500		SAME124941
HG01505		SAME124946
HG01454		SAME1840304
HG01459		SAME1840278
HG01461		SAME122879
HG01466		SAME122881
HG01473		SAME1840192
HG01391		SAME122804
HG01396		SAME1839954
HG01404		SAME1839868
HG01411		SAME1839629
HG01567		SAME124565
HG01579		SAME124350
HG01586		SAME1839879
HG01435		SAME1839239
HG01442		SAME123238
HG01447		SAME1839099
HG01512		SAME124769
HG01517		SAME124772
HG01480		SAME1839974
HG01485		SAME1840047
HG01625		SAME123839
HG01632		SAME124032
HG01668		SAME123111
HG01670		SAME123290
HG01675		SAME123287
HG01682		SAME124654
HG01687		SAME124657
HG01694		SAME124844
HG01613		SAME123626
HG01618		SAME123631
HG01620		SAME123844
HG01699		SAME1839210
HG01702		SAME123259
HG01707		SAME123264
HG01757		SAME124987
HG01764		SAME1839689
HG01769		SAME1839655
HG01771		SAME124637
HG01776		SAME124632
HG01783		SAME124427
HG01808		SAME124300
HG01810		SAME124519
HG01815		SAME124524
HG01841		SAME123551
HG01846		SAME123558
HG01853		SAME123751
HG01858		SAME123754
HG01860		SAME123201
HG01790		SAME124222
HG01795		SAME124217
HG02008		SAME123621
HG02010		SAME123444
HG02015		SAME123447
HG01947		SAME124155
HG01954		SAME123980
HG01959		SAME1839343
HG01961		SAME1839067
HG01985		SAME1840099
HG01992		SAME124742
HG01997		SAME124740
HG02003		SAME123619
HG01928		SAME123782
HG01935		SAME123588
HG01942		SAME124150
HG01884		SAME122845
HG01889		SAME122851
HG01891		SAME123029
HG01896		SAME1840348
HG01973		SAME124328
HG01978		SAME124332
HG01980		SAME124917
HG01916		SAME1839853
HG01923		SAME123788
HG02027		SAME125318
HG02046		SAME1839777
HG01865		SAME123196
HG01872		SAME123995
HG02089		SAME124821
HG02091		SAME124650
HG02104		SAME123874
HG02111		SAME1839922
HG02229		SAME1839649
HG02231		SAME1839376
HG02236		SAME123520
HG02250		SAME1839268
HG02255		SAME1839337
HG02262		SAME1839128
HG02267		SAME1839106
HG02274		SAME1840306
HG02116		SAME1839990
HG02128		SAME123475
HG02130		SAME1839904
HG02135		SAME1839872
HG02053		SAME1839543
HG02058		SAME125319
HG02060		SAME1839679
HG02185		SAME123215
HG02217		SAME1839826
HG02224		SAME1839579
HG02142		SAME124614
HG02147		SAME1839700
HG02072		SAME123105
HG02077		SAME123108
HG02084		SAME124973
HG02154		SAME124794
HG02166		SAME124207
HG02173		SAME1839041
HG02178		SAME124414
HG02180		SAME123208
HG02464		SAME1839978
HG02471		SAME1839741
HG02476		SAME1839717
HG02490		SAME1839625
HG02279		SAME1840362
HG02281		SAME1840094
HG02286		SAME122912
HG02318		SAME1839391
HG02325		SAME1839521
HG02332		SAME1839315
HG02337		SAME1839296
HG02344		SAME1839087
HG02293		SAME1839934
HG02298		SAME1839913
HG02301		SAME124280
HG02351		SAME1840284
HG02356		SAME1840261
HG02363		SAME1840379
HG02375		SAME1840244
HG02382		SAME1840025
HG02387		SAME1839998
HG02394		SAME123305
HG02495		SAME1839694
HG02508		SAME1839334
HG02399		SAME1839842
HG02402		SAME1839412
HG02407		SAME1839464
HG02419		SAME1839244
HG02433		SAME1839175
HG02445		SAME1840341
HG02654		SAME1839530
HG02659		SAME1839590
HG02661		SAME1839667
HG02666		SAME1839386
HG02692		SAME1839078
HG02697		SAME1839142
HG02700		SAME1840159
HG02717		SAME1839976
HG02604		SAME1840282
HG02611		SAME1840401
HG02623		SAME1840182
HG02522		SAME1840326
HG02541		SAME1840214
HG02546		SAME1839932
HG02558		SAME1840057
HG02678		SAME1839477
HG02680		SAME1839308
HG02685		SAME1839286
HG02724		SAME1839740
HG02729		SAME1839715
HG02731		SAME1839886
HG02736		SAME1839860
HG02628		SAME1840238
HG02630		SAME1839963
HG02635		SAME1840023
HG02642		SAME1839792
HG02647		SAME1839762
HG02584		SAME1839425
HG02589		SAME1839401
HG02596		SAME1839201
HG02572		SAME1839570
HG02577		SAME1839642
HG02793		SAME1840415
HG02798		SAME1840387
HG02806		SAME1840079
HG02813		SAME1839841
HG03006		SAME1840242
HG03018		SAME1840053
HG03025		SAME1839711
HG02969		SAME1840103
HG02971		SAME1840255
HG02976		SAME1840223
HG02983		SAME1840009
HG02818		SAME1839810
HG02820		SAME1839591
HG02837		SAME1839422
HG02851		SAME1839352
HG02779		SAME1839097
HG02781		SAME1839167
HG02786		SAME1840292
HG02856		SAME1839327
HG02870		SAME1840320
HG02882		SAME1840171
HG02762		SAME1839258
HG02774		SAME1839028
HG02945		SAME1839075
HG02952		SAME1840275
HG02964		SAME1840122
HG02887		SAME1840147
HG02938		SAME1839284
HG03234		SAME1839357
HG03239		SAME1839295
HG03241		SAME1839053
HG03246		SAME1839168
HG03164		SAME1839121
HG03169		SAME1839148
HG03171		SAME1840386
HG03176		SAME1840414
HG03190		SAME1839984
HG03114		SAME1839907
HG03119		SAME1839833
HG03121		SAME1839563
HG03126		SAME1839683
HG03133		SAME1839375
HG03140		SAME1839243
HG03157		SAME1839083
HG03056		SAME1839518
HG03063		SAME1839226
HG03099		SAME1840146
HG03107		SAME1839755
HG03195		SAME1839919
HG03203		SAME1839609
HG03049		SAME1839653
HG03082		SAME1840316
HG03258		SAME1840296
HG03260		SAME1840140
HG03265		SAME1840167
HG03272		SAME1840199
HG03354		SAME1840249
HG03361		SAME1839942
HG03366		SAME1840066
HG03373		SAME1839720
HG03378		SAME1839743
HG03380		SAME1839569
HG03385		SAME1839594
HG03397		SAME1839400
HG03450		SAME1840030
HG03455		SAME1839766
HG03462		SAME1839817
HG03291		SAME1839861
HG03296		SAME1839887
HG03304		SAME1839490
HG03486		SAME1839474
HG03493		SAME1839198
HG03513		SAME1840143
HG03309		SAME1839520
HG03311		SAME1839206
HG03342		SAME1840350
HG03474		SAME1839693
HG03479		SAME1839623
HG03431		SAME1840101
HG03436		SAME1840120
HG03633		SAME1839571
HG03638		SAME1839592
HG03640		SAME1839621
HG03645		SAME1839641
HG03607		SAME1840254
HG03619		SAME1840064
HG03621		SAME1839794
HG03626		SAME1839723
HG03518		SAME1840169
HG03520		SAME1840186
HG03549		SAME1839890
HG03556		SAME1839553
HG03683		SAME1840325
HG03688		SAME1840265
HG03690		SAME1840365
HG03695		SAME1840128
HG03587		SAME1839302
HG03594		SAME1839181
HG03599		SAME1839111
HG03602		SAME1840220
HG03703		SAME1840032
HG03708		SAME1839773
HG03710		SAME1839891
HG03563		SAME1839421
HG03575		SAME1839236
HG03582		SAME1839271
HG03715		SAME1839815
HG03722		SAME1839664
HG03727		SAME1839695
HG03652		SAME1839505
HG03657		SAME1839439
HG03669		SAME1839345
HG03760		SAME1839105
HG03765		SAME1839131
HG03772		SAME1840398
HG03777		SAME1840340
HG03811		SAME1839397
HG03816		SAME1839424
HG03823		SAME1839456
HG03830		SAME1839341
HG03897		SAME1839906
HG03900		SAME1839476
HG03905		SAME1839503
HG03796		SAME1839928
HG03804		SAME1839533
HG03809		SAME1839554
HG03873		SAME1840205
HG03885		SAME1840013
HG03854		SAME1840283
HG03861		SAME1840156
HG03866		SAME1840087
HG03835		SAME1839273
HG03842		SAME1839160
HG03847		SAME1839179
HG03741		SAME1839251
HG03746		SAME1839200
HG03753		SAME1839062
HG03784		SAME1840210
HG03789		SAME1840237
HG03943		SAME1840361
HG03948		SAME1840129
HG03950		SAME1840233
HG03955		SAME1840181
HG04131		SAME1839279
HG04136		SAME1839310
HG04148		SAME1839115
HG04150		SAME1840289
HG03917		SAME1839323
HG03924		SAME1839018
HG03929		SAME1839046
HG03931		SAME1840305
HG04155		SAME1840381
HG04162		SAME1840098
HG04174		SAME1839982
HG04080		SAME1840211
HG04100		SAME1839536
HG04047		SAME1839221
HG04054		SAME1839094
HG04059		SAME1839031
HG04061		SAME1839140
HG03967		SAME1840072
HG03974		SAME1839735
HG03986		SAME1839605
HG04023		SAME1839696
HG04035		SAME1839487
HG04042		SAME1839203
HG03998		SAME1839408
NA07340	GM07340	SAME123573
NA07345	GM07345	SAME123570
NA07357	GM07357	SAME123412
NA10831	GM10831	SAME124549
NA10836	GM10836	SAME124545
NA12003	GM12003	SAME125142
NA12046	GM12046	SAME123213
NA12058	GM12058	SAME123416
HG04225		SAME1839048
HG04302		SAME1839069
NA06986	GM06986	SAME124764
NA11891	GM11891	SAME123046
NA11930	GM11930	SAME125095
NA11992	GM11992	SAME123964
NA10843	GM10843	SAME124754
NA10850	GM10850	SAME124929
NA10855	GM10855	SAME125331
HG04181		SAME1840018
HG04186		SAME1839753
HG04193		SAME1839811
HG04198		SAME1839835
HG04206		SAME1839447
NA06993	GM06993	SAME124934
NA11839	GM11839	SAME124555
NA12414	GM12414	SAME124057
NA12546	GM12546	SAME124777
NA12717	GM12717	SAME123911
NA12748	GM12748	SAME124827
NA12750	GM12750	SAME124646
NA12154	GM12154	SAME124959
NA12248	GM12248	SAME125372
NA12274	GM12274	SAME125249
HG00243		SAME123224
HG00248		SAME123226
HG00250		SAME123054
HG00142		SAME124818
HG00147		SAME124389
HG00154		SAME124587
HG00159		SAME124586
HG00173		SAME124960
HG00178		SAME124964
HG00180		SAME123645
HG00123		SAME122875
HG00128		SAME122868
HG00130		SAME123063
HG00135		SAME123068
HG00185		SAME123648
HG00231		SAME124126
HG00236		SAME123273
HG00255		SAME123049
HG00262		SAME123580
HG00267		SAME123577
HG00096		SAME123268
HG00104		SAME123950
HG00109		SAME125160
HG00111		SAME125340
HG00116		SAME125345
HG00419		SAME122991
HG00421		SAME122808
HG00438		SAME125267
HG00445		SAME124975
HG00534		SAME123915
HG00553		SAME124254
HG00452		SAME123115
HG00457		SAME123095
HG00464		SAME123497
HG00382		SAME123033
HG00407		SAME125106
HG00476		SAME123341
HG00344		SAME125255
HG00349		SAME124925
HG00351		SAME125122
HG00356		SAME125123
HG00306		SAME124159
HG00313		SAME124337
HG00318		SAME124333
HG00320		SAME123797
HG00325		SAME123793
HG00332		SAME123987
HG00337		SAME123984
HG00368		SAME124535
HG00375		SAME124750
HG00274		SAME123422
HG00281		SAME122832
HG00705		SAME122927
HG00717		SAME124926
HG00729		SAME1840273
HG00731		SAME125390
HG00558		SAME124247
HG00560		SAME124456
HG00565		SAME124452
HG00577		SAME123516
HG00584		SAME124663
HG00589		SAME124824
HG00591		SAME125010
HG00596		SAME125007
HG00628		SAME123085
HG00630		SAME122901
HG00635		SAME122902
HG00642		SAME123436
HG00654		SAME123234
HG00673		SAME123605
HG00609		SAME125370
HG00611		SAME125198
HG00623		SAME1839285
HG00685		SAME123891
HG00692		SAME123684
HG00700		SAME122932
HG00736		SAME123058
HG00743		SAME1840184
HG00844		SAME123952
HG00851		SAME123756
HG00983		SAME123769
HG01049		SAME125248
HG01051		SAME123712
HG01056		SAME123658
HG01063		SAME1839767
HG01107		SAME123675
HG01114		SAME123483
HG01119		SAME1840402
HG01121		SAME1840127
HG01087		SAME125393
HG01094		SAME122925
HG01099		SAME123771
HG01102		SAME123678
HG01126		SAME124052
HG01133		SAME123884
HG01138		SAME123877
HG01140		SAME124422
HG01164		SAME1839690
HG01169		SAME124797
HG01171		SAME124622
HG01176		SAME124621
HG01068		SAME122826
HG01070		SAME123993
HG01075		SAME124071
HG01082		SAME125398
HG01253		SAME125284
HG01258		SAME125279
HG01260		SAME122815
HG01272		SAME122996
HG01183		SAME124792
HG01188		SAME124927
HG01190		SAME123654
HG01195		SAME1839101
HG01241		SAME125065
HG01493		SAME124138
HG01498		SAME124142
HG01501		SAME124942
HG01323		SAME1839534
HG01342		SAME124856
HG01347		SAME124861
HG01277		SAME123000
HG01284		SAME1839191
HG01311		SAME1839796
HG01354		SAME124680
HG01359		SAME124687
HG01361		SAME124504
HG01366		SAME125265
HG01378		SAME124076
HG01385		SAME122970
HG01474		SAME1840189
HG01479		SAME1840251
HG01481		SAME1839971
HG01486		SAME1840048
HG01392		SAME1840234
HG01397		SAME1839946
HG01405		SAME1839863
HG01412		SAME1839619
HG01455		SAME123429
HG01462		SAME123539
HG01431		SAME1839260
HG01443		SAME1839032
HG01594		SAME1839631
HG01599		SAME125238
HG01602		SAME123454
HG01607		SAME123457
HG01626		SAME123842
HG01633		SAME124033
HG01669		SAME123110
HG01671		SAME123291
HG01506		SAME124947
HG01513		SAME124768
HG01518		SAME124766
HG01520		SAME125323
HG01614		SAME123627
HG01619		SAME123632
HG01621		SAME123843
HG01703		SAME123260
HG01708		SAME123253
HG01710		SAME123084
HG01676		SAME123284
HG01683		SAME124653
HG01695		SAME124845
HG01525		SAME125328
HG01532		SAME125138
HG01537		SAME125134
HG01551		SAME124008
HG01556		SAME1840141
HG01746		SAME125180
HG01765		SAME1839681
HG01885		SAME122844
HG01892		SAME123026
HG01897		SAME1840343
HG01912		SAME1839779
HG01917		SAME123235
HG01924		SAME123785
HG01866		SAME123195
HG01873		SAME123400
HG01878		SAME123394
HG01880		SAME1839109
HG01948		SAME124144
HG01950		SAME123977
HG01955		SAME123979
HG01936		SAME123591
HG01943		SAME124151
HG01772		SAME124636
